player,co2,km,tournaments,name,ioc,flag
102845,23.290217696414555,81720.06209268265,23.0,Carlos Moya,ESP,🇪🇸
103454,19.965359698370957,70053.89367849458,27.0,Nicolas Massu,CHI,🇨🇱
104468,18.544592995246365,65068.747351741615,24.0,Gilles Simon,FRA,🇫🇷
104792,20.18444173907522,70822.60259324637,19.0,Gael Monfils,FRA,🇫🇷
103888,14.119201072367824,49541.05639427305,19.0,Mardy Fish,USA,🇺🇸
103017,7.815217100600482,27421.814388071864,9.0,Nicolas Kiefer,GER,🇩🇪
102703,21.67566307633211,76054.95816256882,15.0,Hyung Taik Lee,KOR,🇰🇷
102967,8.728902341678767,30627.727514662336,12.0,Marc Gicquel,FRA,🇫🇷
104068,25.69584134992914,90160.8468418566,25.0,Robby Ginepri,USA,🇺🇸
102148,24.519289323666612,86032.59411812844,23.0,Fabrice Santoro,FRA,🇫🇷
103387,30.915397061369664,108475.07740831462,31.0,Paradorn Srichaphan,THA,🇹🇭
102035,18.09252227471934,63482.53429726083,18.0,Jonas Bjorkman,SWE,🇸🇪
103908,23.27522803000305,81667.46677194053,28.0,Paul Henri Mathieu,FRA,🇫🇷
104252,17.56260252652613,61623.166759740816,21.0,Florian Mayer,GER,🇩🇪
103105,11.069789508742598,38841.36669734245,20.0,Ruben Ramirez Hidalgo,ESP,🇪🇸
103794,13.023738680779635,45697.32870448996,8.0,Benjamin Becker,GER,🇩🇪
103018,19.61679965417899,68830.87597957543,24.0,Max Mirnyi,BLR,🇧🇾
103722,19.248369765666865,67538.13952865565,27.0,Florent Serra,FRA,🇫🇷
103252,16.306437314739085,57215.56952540031,22.0,Alberto Martin,ESP,🇪🇸
104259,14.12133915521927,49548.55843936586,21.0,Philipp Kohlschreiber,GER,🇩🇪
103632,19.122790944613357,67097.51208636264,23.0,Luis Horna,PER,🇵🇪
104386,21.507932610691466,75466.43021295253,17.0,Janko Tipsarevic,SRB,🇷🇸
103110,23.156844201060785,81252.08491600276,25.0,Daniele Bracciali,ITA,🇮🇹
103917,11.832395662279335,41517.17776238363,19.0,Nicolas Mahut,FRA,🇫🇷
102839,4.476021694001651,15705.339277198773,9.0,Nicolas Lapentti,ECU,🇪🇨
104198,18.802176763210365,65972.55004635215,20.0,Guillermo Garcia Lopez,ESP,🇪🇸
104338,22.551403474253068,79127.73148860726,23.0,Juan Monaco,ARG,🇦🇷
102834,21.211107896167704,74424.93998655336,21.0,Paul Goldstein,USA,🇺🇸
102563,12.126952218050477,42550.7095370192,16.0,Thomas Johansson,SWE,🇸🇪
103373,1.7671283087590537,6200.450206172118,6.0,Sergio Roitman,ARG,🇦🇷
102434,23.217594842411653,81465.24506109352,26.0,Vincent Spadea,USA,🇺🇸
104312,22.609075682877688,79330.09011536033,28.0,Andreas Seppi,ITA,🇮🇹
103401,19.54557206988988,68580.95463119257,20.0,Jan Hernych,CZE,🇨🇿
104225,2.4096269492409643,8454.831400845489,4.0,Jan Hajek,CZE,🇨🇿
103451,32.44307786278286,113835.36092204506,26.0,Bjorn Phau,GER,🇩🇪
103294,26.457212176129552,92832.323425016,26.0,Christophe Rochus,BEL,🇧🇪
103852,32.70071584252969,114739.35383343748,29.0,Feliciano Lopez,ESP,🇪🇸
102905,10.320903925727269,36213.697985007966,9.0,Stefan Koubek,AUT,🇦🇹
103506,4.330141575386826,15193.4792118836,6.0,Martin Vassallo Arguello,ARG,🇦🇷
103752,18.03152004704421,63268.49139313759,16.0,Simon Greul,GER,🇩🇪
103808,23.06971604170152,80946.37207614566,17.0,Potito Starace,ITA,🇮🇹
103709,11.606747423162629,40725.429554956594,10.0,Kristian Pless,DEN,🇩🇰
103656,16.41457044117556,57594.98400412477,18.0,Albert Montanes,ESP,🇪🇸
102925,18.2632206768129,64081.47605899263,20.0,Justin Gimelstob,USA,🇺🇸
103470,5.3980787010267335,18940.627021146433,5.0,Robert Kendrick,USA,🇺🇸
104433,10.76086652913774,37757.42641802717,9.0,Frank Dancevic,CAN,🇨🇦
104229,13.261051087932048,46530.00381730543,7.0,Yen Hsun Lu,TPE,
103035,11.872862311745177,41659.16600612342,15.0,Alessio Di Mauro,ITA,🇮🇹
104214,17.800001744169876,62456.14647077149,13.0,Igor Andreev,RUS,🇷🇺
105223,17.257003886882995,60550.8908311684,12.0,Juan Martin del Potro,ARG,🇦🇷
104025,4.4637503693843,15662.281997839653,3.0,Amer Delic,BIH,🇧🇦
103857,12.989122989066756,45575.87013707633,15.0,Igor Kunitsyn,RUS,🇷🇺
103534,1.777860736192268,6238.10784628866,2.0,Nicolas Devilder,FRA,🇫🇷
103566,8.12886177604614,28522.322021214524,8.0,Michael Llodra,FRA,🇫🇷
102783,32.65097103014302,114564.81063208076,22.0,Rainer Schuettler,GER,🇩🇪
103333,18.195912916250094,63845.308478070525,19.0,Ivo Karlovic,CRO,🇭🇷
104160,21.133167418551615,74151.46462649688,22.0,Lukas Dlouhy,CZE,🇨🇿
103535,,,,Olivier Patience,FRA,🇫🇷
