player,co2,km,tournaments,name,ioc,flag
105732,30.771052000422166,107968.60351025322,22.0,Pierre Hugues Herbert,FRA,🇫🇷
104919,20.539859916693917,72069.68391822428,25.0,Leonardo Mayer,ARG,🇦🇷
105526,33.283053969894155,116782.64550840051,25.0,Jan Lennard Struff,GER,🇩🇪
105550,25.13395809304412,88189.32664226007,22.0,Guido Pella,ARG,🇦🇷
105376,26.039178411711607,91365.5382867074,24.0,Peter Gojowczyk,GER,🇩🇪
105657,22.768290342409117,79888.73804354077,21.0,Marius Copil,ROU,🇷🇴
105815,28.020025528927988,98315.87904887012,21.0,Tennys Sandgren,USA,🇺🇸
105992,17.547683602496228,61570.81965788151,20.0,Ryan Harrison,USA,🇺🇸
106045,20.708734452373655,72662.22614867947,15.0,Denis Kudla,USA,🇺🇸
103852,25.954177623911185,91067.2899084603,21.0,Feliciano Lopez,ESP,🇪🇸
105077,27.9674863064793,98131.5308999274,28.0,Albert Ramos,ESP,🇪🇸
104527,16.408632487820377,57574.1490800715,18.0,Stan Wawrinka,SUI,🇨🇭
105379,22.06775398546158,77430.71573846169,20.0,Aljaz Bedene,SLO,
126094,26.025492375776,91317.517107986,21.0,Andrey Rublev,RUS,🇷🇺
104999,23.913599545445766,83907.36682612555,30.0,Mischa Zverev,GER,🇩🇪
105577,17.29651960869251,60689.542486640385,14.0,Vasek Pospisil,CAN,🇨🇦
104607,15.593799440881062,54715.08575747742,12.0,Tomas Berdych,CZE,🇨🇿
111442,10.210638972234396,35826.80341134875,10.0,Jordan Thompson,AUS,🇦🇺
106148,14.51699770531208,50936.83405372659,18.0,Roberto Carballes Baena,ESP,🇪🇸
109739,24.53691370438547,86094.43405047533,24.0,Maximilian Marterer,GER,🇩🇪
106415,22.29952833479919,78243.95906947085,13.0,Yoshihito Nishioka,JPN,🇯🇵
105614,11.422034692501144,40077.31471053032,8.0,Bradley Klahn,USA,🇺🇸
106121,25.87794571504438,90799.80952647152,19.0,Taro Daniel,JPN,🇯🇵
111456,18.68376010704501,65557.05300717548,12.0,Mackenzie Mcdonald,USA,🇺🇸
105819,2.9402176003984013,10316.55298385404,6.0,Guido Andreozzi,ARG,🇦🇷
105643,15.234410750912703,53454.07281022001,18.0,Federico Delbonis,ARG,🇦🇷
144719,12.00314404748293,42116.294903448885,12.0,Jaume Munar,ESP,🇪🇸
104665,9.144669369413702,32086.55919092527,8.0,Pablo Andujar,ESP,🇪🇸
106071,8.379426138918369,29401.49522427498,8.0,Bernard Tomic,AUS,🇦🇺
106075,2.8888661704444423,10136.372527875235,5.0,Jozef Kovalik,SVK,🇸🇰
128034,10.950055988156906,38421.2490812523,10.0,Hubert Hurkacz,POL,🇵🇱
105806,16.199804224355,56841.41833107018,18.0,Mirza Basic,BIH,🇧🇦
104655,11.97013242280541,42000.46464142249,14.0,Pablo Cuevas,URU,
106210,23.052143955473472,80884.71563324025,17.0,Jiri Vesely,CZE,🇨🇿
111815,15.117059152582549,53042.31281607912,16.0,Cameron Norrie,GBR,🇬🇧
125802,15.287700234451554,53641.05345421597,12.0,Ilya Ivashka,BLR,🇧🇾
104797,18.012231908507875,63200.81371406274,19.0,Denis Istomin,UZB,🇺🇿
111513,20.075116230377304,70439.00431711336,16.0,Laslo Djere,SRB,🇷🇸
105936,19.89656466922086,69812.50761130128,17.0,Filip Krajinovic,SRB,🇷🇸
105208,5.636306165758679,19776.512862311152,7.0,Ernests Gulbis,LAT,
104719,5.435985849544064,19073.634559803733,5.0,Marcel Granollers,ESP,🇪🇸
105539,33.22558645626691,116581.00510970844,21.0,Evgeny Donskoy,RUS,🇷🇺
105430,25.14429788322752,88225.60660781583,22.0,Radu Albot,MDA,🇲🇩
124187,1.016881238960181,3568.0043472287052,2.0,Reilly Opelka,USA,🇺🇸
103333,,,,Ivo Karlovic,CRO,🇭🇷
