ranking_date,rank,player,points,date,path
20181231,11,111575,2835.0,2018-12-31,"Auckland -> Melbourne, Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> St. Petersburg, St. Petersburg -> Beijing, Beijing -> Shanghai, Shanghai -> Moscow, Moscow -> Vienna, Vienna -> Paris, Paris -> Doha"
20181231,12,106432,2480.0,2018-12-31,"Doha -> Melbourne, Melbourne -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Shenzhen, Shenzhen -> Beijing, Beijing -> Shanghai, Shanghai -> Vienna, Vienna -> Paris"
20181231,13,104926,2315.0,2018-12-31,"Sydney -> Melbourne, Melbourne -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Sao Paulo, Sao Paulo -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Munich, Munich -> Madrid, Madrid -> Rome, Rome -> Geneva, Geneva -> Paris 1, Paris 1 -> London, London -> Bastad, Bastad -> Gstaad, Gstaad -> Los Cabos, Los Cabos -> Canada, Canada -> New York, New York -> St. Petersburg, St. Petersburg -> Chengdu, Chengdu -> Beijing, Beijing -> Stockholm, Stockholm -> Vienna, Vienna -> Paris"
20181231,14,106378,2150.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> Indian Wells, Indian Wells -> Miami, Miami -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Estoril, Estoril -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Eastbourne, Eastbourne -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> Laver Cup, Laver Cup -> Beijing, Beijing -> Shanghai, Shanghai -> Antwerp, Antwerp -> Vienna"
20181231,15,126774,2095.0,2018-12-31,"Doha -> Auckland, Auckland -> Melbourne, Melbourne -> Montpellier, Montpellier -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Estoril, Estoril -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Metz, Metz -> Shenzhen, Shenzhen -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Basel, Basel -> Paris, Paris -> NextGen Finals"
20181231,16,106421,1977.0,2018-12-31,"Sydney -> Melbourne, Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Estoril, Estoril -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Queen's Club, Queen's Club -> Eastbourne, Eastbourne -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> St. Petersburg, St. Petersburg -> Tokyo, Tokyo -> Shanghai, Shanghai -> Moscow, Moscow -> Basel, Basel -> Paris, Paris -> Brisbane"
20181231,17,106043,1880.0,2018-12-31,"Brisbane -> Sydney, Sydney -> Melbourne, Melbourne -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Eastbourne, Eastbourne -> London, London -> Bastad, Bastad -> Hamburg, Hamburg -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Laver Cup, Laver Cup -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Vienna, Vienna -> Paris"
20181231,18,105683,1855.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Madrid, Madrid -> Stuttgart, Stuttgart -> Queen's Club, Queen's Club -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Vienna, Vienna -> Paris"
20181231,19,105777,1835.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> Rotterdam, Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Laver Cup, Laver Cup -> Beijing, Beijing -> Vienna, Vienna -> Paris"
20181231,20,106065,1819.0,2018-12-31,"Pune -> Quito, Quito -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Sao Paulo, Sao Paulo -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Munich, Munich -> Rome, Rome -> Geneva, Geneva -> Paris 1, Paris 1 -> Eastbourne, Eastbourne -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> St. Petersburg, St. Petersburg -> Beijing, Beijing -> Shanghai, Shanghai -> Moscow, Moscow -> Basel, Basel -> Paris, Paris -> Doha"
20181231,21,105932,1795.0,2018-12-31,"Doha -> Melbourne, Melbourne -> New York, New York -> Delray Beach, Delray Beach -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Marrakech, Marrakech -> Budapest, Budapest -> Istanbul, Istanbul -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> Antalya, Antalya -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Winston-Salem, Winston-Salem -> Metz, Metz -> Chengdu, Chengdu -> Beijing, Beijing -> Shanghai, Shanghai -> Vienna, Vienna -> Paris"
20181231,22,105676,1785.0,2018-12-31,"Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Laver Cup, Laver Cup -> Shenzhen, Shenzhen -> Doha"
20181231,23,105807,1705.0,2018-12-31,"Doha -> Melbourne, Melbourne -> Quito, Quito -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Indian Wells, Indian Wells -> Miami, Miami -> Barcelona, Barcelona -> Estoril, Estoril -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> London, London -> Bastad, Bastad -> Hamburg, Hamburg -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> Shanghai, Shanghai -> Paris"
20181231,24,105138,1605.0,2018-12-31,"Pune -> Auckland, Auckland -> Melbourne, Melbourne -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Madrid, Madrid -> Paris 1, Paris 1 -> Halle, Halle -> Gstaad, Gstaad -> New York, New York -> St. Petersburg, St. Petersburg -> Beijing, Beijing -> Shanghai, Shanghai -> Basel, Basel -> Paris, Paris -> Doha"
20181231,25,111202,1585.0,2018-12-31,"Brisbane -> Auckland, Auckland -> Melbourne, Melbourne -> Delray Beach, Delray Beach -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Munich, Munich -> Madrid, Madrid -> Atlanta, Atlanta -> Washington, Washington -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> Chengdu, Chengdu -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Pune"
20181231,26,104755,1535.0,2018-12-31,"Doha -> Melbourne, Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Dubai, Dubai -> Miami, Miami -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> London, London -> Bastad, Bastad -> Hamburg, Hamburg -> Cincinnati, Cincinnati -> New York, New York -> Metz, Metz -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Paris"
20181231,27,133430,1440.0,2018-12-31,"Brisbane -> Auckland, Auckland -> Melbourne, Melbourne -> Delray Beach, Delray Beach -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Queen's Club, Queen's Club -> Eastbourne, Eastbourne -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> St. Petersburg, St. Petersburg -> Shenzhen, Shenzhen -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Basel, Basel -> Paris"
20181231,28,104269,1410.0,2018-12-31,"Doha -> Sydney, Sydney -> Melbourne, Melbourne -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Houston, Houston -> Monte Carlo, Monte Carlo -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Queen's Club, Queen's Club -> Antalya, Antalya -> London, London -> Bastad, Bastad -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Shenzhen, Shenzhen -> Beijing, Beijing -> Stockholm, Stockholm -> Vienna, Vienna -> Paris"
20181231,29,104792,1400.0,2018-12-31,"Doha -> Melbourne, Melbourne -> Quito, Quito -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Sao Paulo, Sao Paulo -> Indian Wells, Indian Wells -> Munich, Munich -> Madrid, Madrid -> Rome, Rome -> Lyon, Lyon -> Paris 1, Paris 1 -> Antalya, Antalya -> London, London -> Hamburg, Hamburg -> New York, New York -> Chengdu, Chengdu -> Beijing, Beijing -> Shanghai, Shanghai -> Antwerp, Antwerp -> Vienna"
20181231,30,104468,1370.0,2018-12-31,"Pune -> Sydney, Sydney -> Melbourne, Melbourne -> Montpellier, Montpellier -> Marseille, Marseille -> Indian Wells, Indian Wells -> Miami, Miami -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Estoril, Estoril -> Lyon, Lyon -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Eastbourne, Eastbourne -> London, London -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Winston-Salem, Winston-Salem -> New York, New York -> Metz, Metz -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Basel, Basel -> Paris"
20181231,31,200282,1298.0,2018-12-31,"Brisbane -> Sydney, Sydney -> Melbourne, Melbourne -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Paris 1, Paris 1 -> Eastbourne, Eastbourne -> London, London -> Newport, Newport -> Atlanta, Atlanta -> Washington, Washington -> Winston-Salem, Winston-Salem -> New York, New York -> Shenzhen, Shenzhen -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Paris, Paris -> NextGen Finals"
20181231,32,106298,1245.0,2018-12-31,"Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Halle, Halle -> London, London -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Stockholm, Stockholm -> Vienna, Vienna -> Paris"
20181231,33,105449,1190.0,2018-12-31,"Brisbane -> Auckland, Auckland -> Melbourne, Melbourne -> New York, New York -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Houston, Houston -> Rome, Rome -> Geneva, Geneva -> Paris 1, Paris 1 -> Halle, Halle -> Eastbourne, Eastbourne -> London, London -> Newport, Newport -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> Tokyo, Tokyo -> Shanghai, Shanghai -> Vienna, Vienna -> Paris"
20181231,34,104259,1125.0,2018-12-31,"Sydney -> Melbourne, Melbourne -> Sofia, Sofia -> Rotterdam, Rotterdam -> Dubai, Dubai -> Indian Wells, Indian Wells -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Munich, Munich -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Halle, Halle -> London, London -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Cincinnati, Cincinnati -> New York, New York -> Stockholm, Stockholm -> Vienna, Vienna -> Paris, Paris -> Doha"
20181231,35,106401,1125.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> Miami, Miami -> Houston, Houston -> Stuttgart, Stuttgart -> Queen's Club, Queen's Club -> London, London -> Atlanta, Atlanta -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Laver Cup, Laver Cup -> Tokyo, Tokyo -> Shanghai, Shanghai -> Moscow"
20181231,36,105916,1122.0,2018-12-31,"Pune -> Melbourne, Melbourne -> Indian Wells, Indian Wells -> Miami, Miami -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Munich, Munich -> Geneva, Geneva -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Halle, Halle -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> Metz, Metz -> Beijing, Beijing -> Shanghai, Shanghai -> Vienna, Vienna -> Paris, Paris -> Doha"
20181231,37,104312,1106.0,2018-12-31,"Melbourne -> Sofia, Sofia -> Rotterdam, Rotterdam -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Istanbul, Istanbul -> Rome, Rome -> Geneva, Geneva -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> Eastbourne, Eastbourne -> London, London -> Winston-Salem, Winston-Salem -> New York, New York -> Shenzhen, Shenzhen -> Beijing, Beijing -> Shanghai, Shanghai -> Moscow, Moscow -> Basel, Basel -> Doha"
20181231,38,105357,1083.0,2018-12-31,"Brisbane -> Sydney, Sydney -> Melbourne, Melbourne -> Montpellier, Montpellier -> Miami, Miami -> Budapest, Budapest -> Istanbul, Istanbul -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Queen's Club, Queen's Club -> Eastbourne, Eastbourne -> London, London -> Bastad, Bastad -> Hamburg, Hamburg -> Winston-Salem, Winston-Salem -> New York, New York -> Stockholm, Stockholm -> Basel, Basel -> Paris"
20181231,39,126207,1080.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> New York, New York -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Houston, Houston -> Estoril, Estoril -> Rome, Rome -> Geneva, Geneva -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Atlanta, Atlanta -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> Laver Cup, Laver Cup -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Vienna, Vienna -> Paris, Paris -> NextGen Finals"
20181231,40,104871,1050.0,2018-12-31,"Melbourne -> Montpellier, Montpellier -> New York, New York -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Istanbul, Istanbul -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Queen's Club, Queen's Club -> London, London -> Atlanta, Atlanta -> Washington, Washington -> Canada, Canada -> Cincinnati, Cincinnati -> Tokyo, Tokyo -> Shanghai, Shanghai -> Basel, Basel -> Paris, Paris -> Brisbane"
20181231,41,105373,1050.0,2018-12-31,"Sofia -> Rotterdam, Rotterdam -> Barcelona, Barcelona -> Munich, Munich -> Paris 1, Paris 1 -> Umag, Umag -> Kitzbuhel, Kitzbuhel -> St. Petersburg, St. Petersburg -> Tokyo, Tokyo -> Moscow"
20181231,42,105173,1045.0,2018-12-31,"Sydney -> Melbourne, Melbourne -> Sofia, Sofia -> New York, New York -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Madrid, Madrid -> Rome, Rome -> Lyon, Lyon -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Queen's Club, Queen's Club -> Antalya, Antalya -> London, London -> Newport, Newport -> Los Cabos, Los Cabos -> Canada, Canada -> Cincinnati, Cincinnati -> Metz, Metz -> Chengdu, Chengdu -> Tokyo, Tokyo -> Shanghai, Shanghai -> Moscow, Moscow -> Basel, Basel -> Paris, Paris -> Doha"
20181231,43,111797,1022.0,2018-12-31,"Pune -> Melbourne, Melbourne -> Quito, Quito -> Rio de Janeiro, Rio de Janeiro -> Sao Paulo, Sao Paulo -> Miami, Miami -> Barcelona, Barcelona -> Estoril, Estoril -> Rome, Rome -> Paris 1, Paris 1 -> Eastbourne, Eastbourne -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Winston-Salem, Winston-Salem -> New York, New York -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Basel, Basel -> Doha"
20181231,44,105311,1017.0,2018-12-31,"Auckland -> Melbourne, Melbourne -> Sofia, Sofia -> Rotterdam, Rotterdam -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Marrakech, Marrakech -> Barcelona, Barcelona -> Estoril, Estoril -> Lyon, Lyon -> Paris 1, Paris 1 -> Halle, Halle -> Antalya, Antalya -> London, London -> Umag, Umag -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> St. Petersburg, St. Petersburg -> Chengdu, Chengdu -> Beijing, Beijing -> Basel, Basel -> Paris"
20181231,45,104291,1014.0,2018-12-31,"Doha -> Melbourne, Melbourne -> Sofia, Sofia -> Marseille, Marseille -> Dubai, Dubai -> Marrakech, Marrakech -> Barcelona, Barcelona -> Istanbul, Istanbul -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> London, London -> Atlanta, Atlanta -> Washington, Washington -> Cincinnati, Cincinnati -> Winston-Salem, Winston-Salem -> New York, New York -> Chengdu, Chengdu -> Beijing, Beijing -> Moscow, Moscow -> Paris, Paris -> Pune"
20181231,46,105051,1001.0,2018-12-31,"Brisbane -> Melbourne, Melbourne -> New York, New York -> Delray Beach, Delray Beach -> Acapulco, Acapulco -> Indian Wells, Indian Wells -> Miami, Miami -> Lyon, Lyon -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> London, London -> Newport, Newport -> Atlanta, Atlanta -> Canada, Canada -> Chengdu, Chengdu -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Basel, Basel -> Paris"
20181231,47,106000,985.0,2018-12-31,"Brisbane -> Sydney, Sydney -> Melbourne, Melbourne -> Montpellier, Montpellier -> Rotterdam, Rotterdam -> Marseille, Marseille -> Dubai, Dubai -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Budapest, Budapest -> Istanbul, Istanbul -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Antalya, Antalya -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Los Cabos, Los Cabos -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> St. Petersburg, St. Petersburg -> Shenzhen, Shenzhen -> Tokyo, Tokyo -> Shanghai, Shanghai -> Moscow, Moscow -> Vienna, Vienna -> Paris, Paris -> Doha"
20181231,48,105583,985.0,2018-12-31,"Melbourne -> Buenos Aires, Buenos Aires -> Rio de Janeiro, Rio de Janeiro -> Sao Paulo, Sao Paulo -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Istanbul, Istanbul -> Madrid, Madrid -> Lyon, Lyon -> Paris 1, Paris 1 -> Antalya, Antalya -> London, London -> Umag, Umag -> Hamburg, Hamburg -> Kitzbuhel, Kitzbuhel -> Cincinnati, Cincinnati -> New York, New York -> Shenzhen, Shenzhen -> Beijing, Beijing -> Moscow, Moscow -> Basel, Basel -> Doha"
20181231,49,126203,974.0,2018-12-31,"Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Houston, Houston -> Lyon, Lyon -> Paris 1, Paris 1 -> Stuttgart, Stuttgart -> Eastbourne, Eastbourne -> London, London -> Atlanta, Atlanta -> Los Cabos, Los Cabos -> Winston-Salem, Winston-Salem -> New York, New York -> Chengdu, Chengdu -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stockholm, Stockholm -> Basel, Basel -> NextGen Finals, NextGen Finals -> Brisbane"
20181231,50,104898,965.0,2018-12-31,"Pune -> Auckland, Auckland -> Melbourne, Melbourne -> Sofia, Sofia -> Rotterdam, Rotterdam -> Dubai, Dubai -> Miami, Miami -> Marrakech, Marrakech -> Monte Carlo, Monte Carlo -> Estoril, Estoril -> Madrid, Madrid -> Rome, Rome -> Paris 1, Paris 1 -> s Hertogenbosch, s Hertogenbosch -> Halle, Halle -> Antalya, Antalya -> London, London -> Umag, Umag -> Gstaad, Gstaad -> Kitzbuhel, Kitzbuhel -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Tokyo, Tokyo -> Shanghai, Shanghai -> Antwerp, Antwerp -> Basel, Basel -> Paris, Paris -> Doha"
