ranking_date,rank,player,points,date,path
20001225,11,102882,1865.0,2000-12-25,"Melbourne -> San Jose, San Jose -> Memphis, Memphis -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,12,103507,1840.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> Dubai, Dubai -> London, London -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Toulouse, Toulouse -> Basel, Basel -> Stuttgart, Stuttgart -> Paris, Paris -> Stockholm"
20001225,13,101965,1770.0,2000-12-25,"Melbourne -> San Jose, San Jose -> Memphis, Memphis -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Sydney Olympics, Sydney Olympics -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,14,102644,1598.0,2000-12-25,"Doha -> Auckland, Auckland -> Melbourne, Melbourne -> San Jose, San Jose -> Mexico City, Mexico City -> Santiago, Santiago -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> London, London -> Gstaad, Gstaad -> Stuttgart Outdoor, Stuttgart Outdoor -> San Marino, San Marino -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Sydney Olympics, Sydney Olympics -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,15,102158,1535.0,2000-12-25,"Delray Beach -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Canada, Canada -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,16,101611,1520.0,2000-12-25,"Chennai -> Sydney, Sydney -> Melbourne, Melbourne -> Rotterdam, Rotterdam -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> Long Island, Long Island -> New York, New York -> Tashkent, Tashkent -> Vienna, Vienna -> Basel, Basel -> Lyon, Lyon -> Paris"
20001225,17,103103,1395.0,2000-12-25,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Bastad, Bastad -> Stuttgart Outdoor, Stuttgart Outdoor -> Cincinnati, Cincinnati -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Basel, Basel -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris, Paris -> Brighton"
20001225,18,103096,1360.0,2000-12-25,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> Marseille, Marseille -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Casablanca, Casablanca -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Paris 1, Paris 1 -> Halle, Halle -> Nottingham, Nottingham -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,19,103206,1325.0,2000-12-25,"Adelaide -> Sydney, Sydney -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Casablanca, Casablanca -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris, Paris -> Stockholm"
20001225,20,103017,1265.0,2000-12-25,"Doha -> Melbourne, Melbourne -> Dubai, Dubai -> Rotterdam, Rotterdam -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Halle, Halle -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong"
20001225,21,103264,1235.0,2000-12-25,"Doha -> Melbourne, Melbourne -> Mexico City, Mexico City -> Santiago, Santiago -> Bogota, Bogota -> Casablanca, Casablanca -> Barcelona, Barcelona -> Mallorca, Mallorca -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Gstaad, Gstaad -> Umag, Umag -> San Marino, San Marino -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Bucharest, Bucharest -> Palermo, Palermo -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,22,102854,1163.0,2000-12-25,"Doha -> Auckland, Auckland -> Melbourne, Melbourne -> Dubai, Dubai -> Rotterdam, Rotterdam -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Stockholm"
20001225,23,103163,1145.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> Memphis, Memphis -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Stuttgart Outdoor, Stuttgart Outdoor -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,24,102839,1130.0,2000-12-25,"Sydney -> Melbourne, Melbourne -> Dubai, Dubai -> Rotterdam, Rotterdam -> Mexico City, Mexico City -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Amsterdam, Amsterdam -> Kitzbuhel, Kitzbuhel -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Shanghai, Shanghai -> Basel, Basel -> Stuttgart, Stuttgart -> Paris"
20001225,25,101962,1125.0,2000-12-25,"Doha -> Sydney, Sydney -> Melbourne, Melbourne -> Dubai, Dubai -> Bogota, Bogota -> Indian Wells, Indian Wells -> Miami, Miami -> Casablanca, Casablanca -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> London, London -> Gstaad, Gstaad -> Stuttgart Outdoor, Stuttgart Outdoor -> Kitzbuhel, Kitzbuhel -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Tashkent, Tashkent -> Toulouse, Toulouse -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon"
20001225,26,102610,1115.0,2000-12-25,"Sydney -> Melbourne, Melbourne -> Dubai, Dubai -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Gstaad, Gstaad -> Kitzbuhel, Kitzbuhel -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Toulouse, Toulouse -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,27,102318,1105.0,2000-12-25,"Dubai -> Rotterdam, Rotterdam -> London, London -> Delray Beach, Delray Beach -> Scottsdale, Scottsdale -> Miami, Miami -> Estoril, Estoril -> Barcelona, Barcelona -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> s Hertogenbosch, s Hertogenbosch -> Stuttgart Outdoor, Stuttgart Outdoor -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,28,101820,1080.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> Marseille, Marseille -> London, London -> Copenhagen, Copenhagen -> Miami, Miami -> Casablanca, Casablanca -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Long Island, Long Island -> New York, New York -> Vienna, Vienna -> Toulouse, Toulouse -> Moscow, Moscow -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Paris"
20001225,29,103819,1080.0,2000-12-25,"Adelaide -> Auckland, Auckland -> Melbourne, Melbourne -> Marseille, Marseille -> London, London -> Copenhagen, Copenhagen -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Halle, Halle -> Nottingham, Nottingham -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris, Paris -> Stockholm"
20001225,30,102271,1060.0,2000-12-25,"Doha -> Sydney, Sydney -> Melbourne, Melbourne -> Dubai, Dubai -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Casablanca, Casablanca -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Gstaad, Gstaad -> Stuttgart Outdoor, Stuttgart Outdoor -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Toulouse, Toulouse -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon"
20001225,31,102148,1040.0,2000-12-25,"Doha -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Toulouse, Toulouse -> Moscow, Moscow -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris, Paris -> Brighton"
20001225,32,102021,1040.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> San Jose, San Jose -> Memphis, Memphis -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Atlanta, Atlanta -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Shanghai, Shanghai -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,33,102998,1030.0,2000-12-25,"Adelaide -> Auckland, Auckland -> Melbourne, Melbourne -> San Jose, San Jose -> Memphis, Memphis -> London, London -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Orlando, Orlando -> Hamburg, Hamburg -> St. Poelten, St. Poelten -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> Los Angeles, Los Angeles -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Vienna, Vienna -> Toulouse, Toulouse -> Basel, Basel -> Stuttgart, Stuttgart -> Paris, Paris -> Stockholm"
20001225,34,103292,995.0,2000-12-25,"Doha -> Auckland, Auckland -> Melbourne, Melbourne -> Mexico City, Mexico City -> Santiago, Santiago -> Bogota, Bogota -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> London, London -> Gstaad, Gstaad -> Stuttgart Outdoor, Stuttgart Outdoor -> San Marino, San Marino -> Canada, Canada -> Cincinnati, Cincinnati -> New York, New York -> Sydney Olympics, Sydney Olympics -> Basel, Basel -> Stuttgart, Stuttgart -> Lyon, Lyon -> Paris"
20001225,35,101647,960.0,2000-12-25,"Chennai -> Auckland, Auckland -> Melbourne, Melbourne -> Dubai, Dubai -> Memphis, Memphis -> Mexico City, Mexico City -> Delray Beach, Delray Beach -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Shanghai, Shanghai -> Paris, Paris -> Stockholm"
20001225,36,101990,950.0,2000-12-25,"Melbourne -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Rome, Rome -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> London, London -> Canada, Canada -> Cincinnati, Cincinnati -> Long Island, Long Island -> New York, New York -> Vienna, Vienna -> Basel, Basel -> Stuttgart"
20001225,37,102701,950.0,2000-12-25,"Santiago -> Scottsdale, Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Mallorca, Mallorca -> Rome, Rome -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Gstaad, Gstaad -> Umag, Umag -> Los Angeles, Los Angeles -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Toulouse, Toulouse -> Basel"
20001225,38,102184,945.0,2000-12-25,"Dubai -> Rotterdam, Rotterdam -> Copenhagen, Copenhagen -> Miami, Miami -> Munich, Munich -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Newport, Newport -> Washington, Washington -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Moscow, Moscow -> St. Petersburg, St. Petersburg -> Paris"
20001225,39,102563,930.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> London, London -> Copenhagen, Copenhagen -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Munich, Munich -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Moscow, Moscow -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Stockholm"
20001225,40,103018,880.0,2000-12-25,"Doha -> Melbourne, Melbourne -> Memphis, Memphis -> Delray Beach, Delray Beach -> Indian Wells, Indian Wells -> Miami, Miami -> Barcelona, Barcelona -> Munich, Munich -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Toulouse, Toulouse -> Moscow, Moscow -> St. Petersburg, St. Petersburg -> Paris, Paris -> Stockholm"
20001225,41,102845,870.0,2000-12-25,"Scottsdale -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Mallorca, Mallorca -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> London, London -> Umag, Umag -> Kitzbuhel, Kitzbuhel -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Tashkent, Tashkent -> Toulouse, Toulouse -> Stuttgart, Stuttgart -> Paris"
20001225,42,102259,856.0,2000-12-25,"Chennai -> Melbourne, Melbourne -> Dubai, Dubai -> Rotterdam, Rotterdam -> London, London -> Indian Wells, Indian Wells -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Rome, Rome -> Hamburg, Hamburg -> Paris 1, Paris 1 -> Halle, Halle -> s Hertogenbosch, s Hertogenbosch -> Gstaad, Gstaad -> Canada, Canada -> Cincinnati, Cincinnati -> Washington, Washington -> New York, New York -> Tashkent, Tashkent -> Vienna, Vienna -> Basel, Basel -> Stuttgart, Stuttgart -> Paris"
20001225,43,101150,854.0,2000-12-25,"Adelaide -> Melbourne, Melbourne -> Marseille, Marseille -> Copenhagen, Copenhagen -> Miami, Miami -> Casablanca, Casablanca -> Orlando, Orlando -> Paris 1, Paris 1 -> Queen's Club, Queen's Club -> Nottingham, Nottingham -> London, London -> Newport, Newport -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Sydney Olympics, Sydney Olympics -> Vienna, Vienna -> Toulouse, Toulouse -> Moscow, Moscow -> St. Petersburg, St. Petersburg -> Paris, Paris -> Brighton"
20001225,44,102035,845.0,2000-12-25,"Auckland -> Melbourne, Melbourne -> Marseille, Marseille -> Rotterdam, Rotterdam -> London, London -> Copenhagen, Copenhagen -> Indian Wells, Indian Wells -> Miami, Miami -> Monte Carlo, Monte Carlo -> Munich, Munich -> Paris 1, Paris 1 -> Nottingham, Nottingham -> Newport, Newport -> Canada, Canada -> Cincinnati, Cincinnati -> Indianapolis, Indianapolis -> Long Island, Long Island -> New York, New York -> Hong Kong, Hong Kong -> Tokyo, Tokyo -> Shanghai, Shanghai -> Moscow, Moscow -> St. Petersburg, St. Petersburg -> Stockholm"
20001225,45,102783,835.0,2000-12-25,"Doha -> Melbourne, Melbourne -> Dubai, Dubai -> Memphis, Memphis -> London, London -> Copenhagen, Copenhagen -> Miami, Miami -> Estoril, Estoril -> Monte Carlo, Monte Carlo -> Barcelona, Barcelona -> Munich, Munich -> Hamburg, Hamburg -> Dusseldorf, Dusseldorf -> Paris 1, Paris 1 -> Halle, Halle -> Nottingham, Nottingham -> Gstaad, Gstaad -> Stuttgart Outdoor, Stuttgart Outdoor -> Kitzbuhel, Kitzbuhel -> Washington, Washington -> New York, New York -> Sydney Olympics, Sydney Olympics -> Moscow, Moscow -> Stuttgart, Stuttgart -> St. Petersburg, St. Petersburg -> Stockholm"
